,x,y,object_id,incident_id,date_time,year,street_name,cross_street,distance,junction_relation,total_injuries,total_fatalities,injury_severity,collision_manner,light_condition,weather,surface_condition,unit_type_1,age_1,gender_1,travel_direction_1,unit_action_1,violation_1,alcohol_use_1,drug_use_1,unit_type_2,age_2,gender_2,travel_direction_2,unit_action_2,violation_2,alcohol_use_2,drug_use_2,lat,long,date,month,day,time,hour,intersection,severity_class
22488,-111.96979,33.3782600000001,22489,3193990,2017-01-14 04:26:00,2017,Baseline Rd,Wendler Dr,0.0,Intersection Non Interchange,2,0,Possible Injury,ANGLE (Front To Side)(Other Than Left Turn),Dark Lighted,Clear,Dry,Driver,37,Female,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,47,Male,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37826,-111.96979,2017-01-14,1.0,14.0,04:26:00,4.0,Baseline Rd & Wendler Dr,Minor
22494,-111.96332,33.3782400000001,22495,3191145,2017-01-14 21:13:00,2017,Baseline Rd,Priest Dr,-45.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Cloudy,Wet,Driver,29,Male,West,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,47,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96332,2017-01-14,1.0,14.0,21:13:00,21.0,Baseline Rd & Priest Dr,None
22499,-111.9719,33.3782200000001,22500,3191147,2017-01-15 00:20:00,2017,Baseline Rd,Pointe Pkwy,30.0,Intersection Related Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Dusk,Cloudy,Wet,Driver,22,Female,North,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,33,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.9719,2017-01-15,1.0,15.0,00:20:00,0.0,Baseline Rd & Pointe Pkwy,None
22515,-111.92629,33.42681,22516,3188701,2017-01-17 15:01:00,2017,Rural Rd,6th St,840.0,Intersection Related Non Interchange,1,0,Incapacitating Injury,Rear End,Daylight,Clear,Dry,Driver,19,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,31,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42681,-111.92629,2017-01-17,1.0,17.0,15:01:00,15.0,Rural Rd & 6th St,Severe
22518,-111.92631,33.4217800000001,22519,3189990,2017-01-17 20:45:00,2017,Rural Rd,University Dr,-92.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Cloudy,Dry,Driver,24,Male,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,27,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42178,-111.92631,2017-01-17,1.0,17.0,20:45:00,20.0,Rural Rd & University Dr,None
22529,-111.94599,33.3782,22530,3188710,2017-01-18 00:41:00,2017,Baseline Rd,Kyrene Rd,0.0,Intersection Non Interchange,0,0,No Injury,Sideswipe Same Direction,Dusk,Clear,Dry,Driver,58,Male,East,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,45,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3782,-111.94599,2017-01-18,1.0,18.0,00:41:00,0.0,Baseline Rd & Kyrene Rd,None
22550,-111.92629,33.41499,22551,3190879,2017-01-18 23:26:00,2017,Rural Rd,Apache Blvd,83.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,20,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,20,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41499,-111.92629,2017-01-18,1.0,18.0,23:26:00,23.0,Rural Rd & Apache Blvd,None
22557,-111.9263,33.3929600000001,22558,3194795,2017-01-19 03:30:00,2017,Southern Ave,Rural Rd,8.0,Intersection Related Non Interchange,1,0,Non Incapacitating Injury,Other,Dark Lighted,Clear,Dry,Pedalcyclist,31,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,20,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296,-111.9263,2017-01-19,1.0,19.0,03:30:00,3.0,Southern Ave & Rural Rd,Minor
22579,-111.97,33.37825,22580,3191046,2017-01-20 13:16:00,2017,Baseline Rd,Wendler Dr,-65.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Not Lighted,Rain,Unknown,Driver,116,Unknown,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,22,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37825,-111.97,2017-01-20,1.0,20.0,13:16:00,13.0,Baseline Rd & Wendler Dr,None
22591,-111.96998,33.37825,22592,3190413,2017-01-20 19:22:00,2017,Baseline Rd,Wendler Dr,-58.0,Intersection Related Non Interchange,2,0,Possible Injury,Rear End,Daylight,Cloudy,Dry,Driver,32,Male,East,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,34,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37825,-111.96998,2017-01-20,1.0,20.0,19:22:00,19.0,Baseline Rd & Wendler Dr,Minor
22594,-111.9263,33.4243300000001,22595,3196059,2017-01-20 21:19:00,2017,Rural Rd,6th St,-62.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Rain,Wet,Driver,28,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,37,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42433,-111.9263,2017-01-20,1.0,20.0,21:19:00,21.0,Rural Rd & 6th St,None
22625,-111.92631,33.4220300000001,22626,3190439,2017-01-22 07:51:00,2017,University Dr,Rural Rd,0.0,Intersection Non Interchange,0,0,No Injury,Unknown,Dark Lighted,Clear,Dry,Driver,25,Male,South,Making Left Turn,Made Improper Turn,Alcohol,No Apparent Influence,Driver,38,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92631,2017-01-22,1.0,22.0,07:51:00,7.0,University Dr & Rural Rd,None
22630,-111.9687,33.37827,22631,3195689,2017-01-23 00:32:00,2017,Baseline Rd,I-10 Exit 155 G-Ramp,-20.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dusk,Clear,Dry,Driver,47,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,57,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.9687,2017-01-23,1.0,23.0,00:32:00,0.0,Baseline Rd & I-10 Exit 155 G-Ramp,None
22643,-111.96963,33.40927,22644,3193999,2017-01-24 14:50:00,2017,Broadway Rd,52nd St,-30.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,39,Female,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,38,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40927,-111.96963,2017-01-24,1.0,24.0,14:50:00,14.0,Broadway Rd & 52nd St,None
22670,-111.92631,33.4223000000001,22671,3190960,2017-01-25 20:37:00,2017,Rural Rd,University Dr,100.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,64,Female,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,22,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4223,-111.92631,2017-01-25,1.0,25.0,20:37:00,20.0,Rural Rd & University Dr,None
22674,-111.90911,33.4174800000001,22675,3195772,2017-01-26 01:08:00,2017,McClintock Dr,Don Carlos Ave,0.0,Intersection Non Interchange,2,0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,Driver,25,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,25,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41748,-111.90911,2017-01-26,1.0,26.0,01:08:00,1.0,McClintock Dr & Don Carlos Ave,Minor
22679,-111.96979,33.3782600000001,22680,3190951,2017-01-26 12:57:00,2017,Baseline Rd,Wendler Dr,0.0,Intersection Non Interchange,1,0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,Driver,25,Female,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,22,Male,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37826,-111.96979,2017-01-26,1.0,26.0,12:57:00,12.0,Baseline Rd & Wendler Dr,Minor
22690,-111.92629,33.4142000000001,22691,3196028,2017-01-26 21:52:00,2017,Rural Rd,Apache Blvd,-203.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,17,Female,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,17,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4142,-111.92629,2017-01-26,1.0,26.0,21:52:00,21.0,Rural Rd & Apache Blvd,None
22695,-111.96092,33.4219400000001,22696,3191079,2017-01-27 01:33:00,2017,University Dr,Priest Dr,0.0,Intersection Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Dark Lighted,Clear,Dry,Driver,38,Female,North,Unknown,Unknown,No Apparent Influence,No Apparent Influence,Driver,57,Male,East,Unknown,Unknown,No Apparent Influence,No Apparent Influence,33.42194,-111.96092,2017-01-27,1.0,27.0,01:33:00,1.0,University Dr & Priest Dr,None
22697,-111.92629,33.41459,22698,3191549,2017-01-27 04:21:00,2017,Rural Rd,Apache Blvd,-61.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,22,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,19,Male,North,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41459,-111.92629,2017-01-27,1.0,27.0,04:21:00,4.0,Rural Rd & Apache Blvd,None
22699,-111.94041,33.42193,22700,3195765,2017-01-27 09:39:00,2017,University Dr,Mill Ave,-120.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Cloudy,Dry,Driver,22,Male,West,Backing,Unknown,No Apparent Influence,No Apparent Influence,Driver,48,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193,-111.94041,2017-01-27,1.0,27.0,09:39:00,9.0,University Dr & Mill Ave,None
22702,-111.92629,33.4285600000001,22703,3191096,2017-01-27 15:22:00,2017,Rural Rd,Rio Salado Pkwy,-104.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,39,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,38,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42856,-111.92629,2017-01-27,1.0,27.0,15:22:00,15.0,Rural Rd & Rio Salado Pkwy,None
22706,-111.92633,33.3929600000001,22707,3195738,2017-01-27 21:26:00,2017,Southern Ave,Rural Rd,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,21,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,19,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296,-111.92633,2017-01-27,1.0,27.0,21:26:00,21.0,Southern Ave & Rural Rd,None
22715,-111.92628,33.4077500000001,22716,3195778,2017-01-28 03:13:00,2017,Rural Rd,Broadway Rd,90.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,40,Female,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,59,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40775,-111.92628,2017-01-28,1.0,28.0,03:13:00,3.0,Rural Rd & Broadway Rd,None
22732,-111.97163,33.3782200000001,22733,3193178,2017-01-30 02:10:00,2017,Baseline Rd,Pointe Pkwy,110.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,20,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,37,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.97163,2017-01-30,1.0,30.0,02:10:00,2.0,Baseline Rd & Pointe Pkwy,None
22733,-111.93937,33.37821,22734,3199050,2017-01-30 03:55:00,2017,Baseline Rd,Mill Ave,0.0,Intersection Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,38,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,45,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.93937,2017-01-30,1.0,30.0,03:55:00,3.0,Baseline Rd & Mill Ave,None
22739,-111.92627,33.4220300000001,22740,3199513,2017-01-30 18:42:00,2017,University Dr,Rural Rd,12.0,Intersection Related Non Interchange,1,0,Possible Injury,Other,Daylight,Clear,Dry,Driver,20,Male,West,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Pedestrian,21,Female,South,Crossing Road,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92627,2017-01-30,1.0,30.0,18:42:00,18.0,University Dr & Rural Rd,Minor
22765,-111.89266,33.4075,22766,3199523,2017-01-31 22:43:00,2017,Broadway Rd,Price Rd,-200.0,Intersection Related Non Interchange,0,0,No Injury,Single Vehicle,Daylight,Clear,Dry,Driver,24,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,,,,,,,,,33.4075,-111.89266,2017-01-31,1.0,31.0,22:43:00,22.0,Broadway Rd & Price Rd,None
22766,-111.92539,33.3929600000001,22767,3198996,2017-01-31 23:20:00,2017,Southern Ave,Rural Rd,285.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,73,Female,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,36,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296,-111.92539,2017-01-31,1.0,31.0,23:20:00,23.0,Southern Ave & Rural Rd,None
22769,-111.96333,33.3782400000001,22770,3251359,2017-02-01 00:09:00,2017,Baseline Rd,Priest Dr,-46.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,20,Male,West,Going Straight Ahead,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,43,Male,East,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96333,2017-02-01,2.0,1.0,00:09:00,0.0,Baseline Rd & Priest Dr,None
22774,-111.97402,33.37821,22775,3196145,2017-02-01 13:23:00,2017,Baseline Rd,Calle Los Cerros,20.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,26,Male,East,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,51,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.97402,2017-02-01,2.0,1.0,13:23:00,13.0,Baseline Rd & Calle Los Cerros,None
22786,-111.9263,33.41684,22787,3207055,2017-02-02 03:01:00,2017,Rural Rd,Lemon St,0.0,Intersection Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,33,Male,South,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,28,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41684,-111.9263,2017-02-02,2.0,2.0,03:01:00,3.0,Rural Rd & Lemon St,None
22790,-111.9263,33.4244200000001,22791,3195697,2017-02-02 15:55:00,2017,Rural Rd,6th St,-30.0,Intersection Related Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,116,Unknown,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,21,Male,North,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42442,-111.9263,2017-02-02,2.0,2.0,15:55:00,15.0,Rural Rd & 6th St,None
22797,-111.97222,33.37821,22798,3196034,2017-02-02 21:36:00,2017,Baseline Rd,Pointe Pkwy,-69.0,Intersection Related Non Interchange,2,0,Non Incapacitating Injury,Rear End,Daylight,Clear,Dry,Driver,16,Female,East,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,41,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.97222,2017-02-02,2.0,2.0,21:36:00,21.0,Baseline Rd & Pointe Pkwy,Minor
22803,-111.89033,33.4071700000001,22804,3199375,2017-02-02 23:52:00,2017,Price Rd,Broadway Rd,-110.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,31,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,22,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40717,-111.89033,2017-02-02,2.0,2.0,23:52:00,23.0,Price Rd & Broadway Rd,None
22806,-111.96855,33.37827,22807,3199330,2017-02-03 18:45:00,2017,Baseline Rd,I-10 Exit 155 G-Ramp,25.0,Intersection Related Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,116,Unknown,West,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,Driver,29,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96855,2017-02-03,2.0,3.0,18:45:00,18.0,Baseline Rd & I-10 Exit 155 G-Ramp,None
22821,-111.92629,33.4149400000001,22822,3196046,2017-02-04 20:10:00,2017,Rural Rd,Apache Blvd,65.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,23,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,46,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41494,-111.92629,2017-02-04,2.0,4.0,20:10:00,20.0,Rural Rd & Apache Blvd,None
22822,-111.92628,33.4075,22823,3196031,2017-02-04 20:29:00,2017,Rural Rd,Broadway Rd,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,20,Female,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,18,Female,West,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.4075,-111.92628,2017-02-04,2.0,4.0,20:29:00,20.0,Rural Rd & Broadway Rd,None
22830,-111.92628,33.4079400000001,22831,3234772,2017-02-06 00:42:00,2017,Rural Rd,Broadway Rd,160.0,Intersection Related Non Interchange,4,0,Possible Injury,ANGLE (Front To Side)(Other Than Left Turn),Dusk,Clear,Dry,Driver,18,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,21,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40794,-111.92628,2017-02-06,2.0,6.0,00:42:00,0.0,Rural Rd & Broadway Rd,Minor
22832,-111.95169,33.37821,22833,3214041,2017-02-06 13:42:00,2017,Baseline Rd,Hardy Dr,250.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dawn,Clear,Dry,Driver,57,Male,West,Stopped In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,25,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.95169,2017-02-06,2.0,6.0,13:42:00,13.0,Baseline Rd & Hardy Dr,None
22843,-111.892,33.4075,22844,3195744,2017-02-06 21:50:00,2017,Broadway Rd,Price Rd,0.0,Intersection Non Interchange,3,0,Non Incapacitating Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,35,Female,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,20,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4075,-111.892,2017-02-06,2.0,6.0,21:50:00,21.0,Broadway Rd & Price Rd,Minor
22845,-111.94002,33.42193,22846,3199347,2017-02-06 23:45:00,2017,University Dr,Mill Ave,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,48,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,20,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193,-111.94002,2017-02-06,2.0,6.0,23:45:00,23.0,University Dr & Mill Ave,None
22848,-111.96863,33.37827,22849,3207111,2017-02-07 05:18:00,2017,Baseline Rd,I-10 Exit 155 G-Ramp,0.0,Intersection Non Interchange,2,0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,Driver,24,Female,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,34,Male,West,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96863,2017-02-07,2.0,7.0,05:18:00,5.0,Baseline Rd & I-10 Exit 155 G-Ramp,Minor
22854,-111.9263,33.42436,22855,3196155,2017-02-07 17:19:00,2017,Rural Rd,6th St,-50.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,19,Female,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,50,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42436,-111.9263,2017-02-07,2.0,7.0,17:19:00,17.0,Rural Rd & 6th St,None
22862,-111.96863,33.37827,22863,3199362,2017-02-08 00:16:00,2017,Baseline Rd,I-10 Exit 155 G-Ramp,0.0,Intersection Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,48,Female,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,35,Female,East,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96863,2017-02-08,2.0,8.0,00:16:00,0.0,Baseline Rd & I-10 Exit 155 G-Ramp,None
22870,-111.96189,33.3782400000001,22871,3207243,2017-02-08 16:24:00,2017,Baseline Rd,Priest Dr,392.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,54,Male,West,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,45,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96189,2017-02-08,2.0,8.0,16:24:00,16.0,Baseline Rd & Priest Dr,None
22878,-111.95251,33.37821,22879,3207215,2017-02-08 22:34:00,2017,Baseline Rd,Hardy Dr,0.0,Intersection Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,47,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,49,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.95251,2017-02-08,2.0,8.0,22:34:00,22.0,Baseline Rd & Hardy Dr,None
22882,-111.92669,33.3929600000001,22883,3207229,2017-02-09 00:25:00,2017,Southern Ave,Rural Rd,-110.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,56,Male,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,24,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296,-111.92669,2017-02-09,2.0,9.0,00:25:00,0.0,Southern Ave & Rural Rd,None
22890,-111.90907,33.4294200000001,22891,3207227,2017-02-09 14:52:00,2017,McClintock Dr,Rio Salado Pkwy,56.0,Intersection Related Non Interchange,1,0,Non Incapacitating Injury,Rear End,Daylight,Clear,Dry,Driver,27,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,Driver,71,Female,South,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42942,-111.90907,2017-02-09,2.0,9.0,14:52:00,14.0,McClintock Dr & Rio Salado Pkwy,Minor
22899,-111.92629,33.4150900000001,22900,3199314,2017-02-09 22:19:00,2017,Rural Rd,Apache Blvd,119.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,32,Male,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,51,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41509,-111.92629,2017-02-09,2.0,9.0,22:19:00,22.0,Rural Rd & Apache Blvd,None
22916,-111.97165,33.3782200000001,22917,3199320,2017-02-10 14:48:00,2017,Baseline Rd,Pointe Pkwy,104.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,24,Female,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,35,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.97165,2017-02-10,2.0,10.0,14:48:00,14.0,Baseline Rd & Pointe Pkwy,None
22918,-111.92629,33.4152500000001,22919,3199517,2017-02-10 19:05:00,2017,Rural Rd,Apache Blvd,178.0,Intersection Related Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,17,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,20,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41525,-111.92629,2017-02-10,2.0,10.0,19:05:00,19.0,Rural Rd & Apache Blvd,None
22920,-111.96863,33.37827,22921,3192808,2017-02-10 20:25:00,2017,Baseline Rd,I-10 Exit 155 G-Ramp,0.0,Entrance Exit Ramp Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,68,Female,East,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,41,Male,East,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96863,2017-02-10,2.0,10.0,20:25:00,20.0,Baseline Rd & I-10 Exit 155 G-Ramp,None
22928,-111.9606,33.4219400000001,22929,3207206,2017-02-11 05:19:00,2017,University Dr,Priest Dr,100.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,40,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,22,Female,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194,-111.9606,2017-02-11,2.0,11.0,05:19:00,5.0,University Dr & Priest Dr,None
